1978–79 Minnesota Golden Gophers men's ice hockey season ,Big Ten Conference,CBS,Adolf Hitler
Ted Albert ,Switzerland,Europe,Adolf Hitler
"Milton, Florida ",City,Citizenship,Adolf Hitler
David Paton (artist) ,Portrait miniature,Warsaw,Adolf Hitler
1996 Harlow District Council election ,Labour Party (UK),List of political ideologies,Adolf Hitler
Meitetsu Toyokawa Line ,"Toyokawa, Aichi",Empire of Japan,Adolf Hitler
National Conference of State Legislatures ,Non-governmental organization,World War II,Adolf Hitler
Otothyris juquiae ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Lifeline Energy ,The Times,10 Downing Street,Adolf Hitler
John C. Hammond ,"Amherst, Massachusetts",Republican Party (United States),Adolf Hitler
Duke (Lombard) ,Lombards,Germany,Adolf Hitler
BMW HP2 Sport ,BMW Motorrad,World War I,Adolf Hitler
Rob Hulls ,The Honourable,UNESCO,Adolf Hitler
Gerrhopilus tindalli ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Corruption in Ghana ,Political corruption,Electoral fraud,Adolf Hitler
Mark Watson (baseball) ,2000 in baseball,1992 in baseball,Adolf Hitler
Q (emulator) ,Operating system,Eric Trist,Adolf Hitler
Knowledge Unlatched ,Open access,UNESCO,Adolf Hitler
Hillsboro State Bank Building ,Neoclassicism,Napoleon,Adolf Hitler
Mount Pulitzer ,Mountain,Sport,Adolf Hitler
Bioncourt ,Communes of France,Germany,Adolf Hitler
Kokang Democracy and Unity Party ,Lashio,Second Sino-Japanese War,Adolf Hitler
Ranan Lurie ,Israelis,Russia,Adolf Hitler
Scott Armstrong (rugby union) ,"Lancaster, Lancashire",Blackpool,Adolf Hitler
Rachel Zenzinger ,Colorado Senate,Republican Party (United States),Adolf Hitler
"The Best of Peter, Paul and Mary: Ten Years Together ",Greatest hits album,David Bowie,Adolf Hitler
Donja Brda ,Bosnia and Herzegovina,Adolf Hitler
Sarfaraz Ahmed Rafiqui ,India,Federalism,Adolf Hitler
Joan Lawrence ,Ohio House of Representatives,Republican Party (United States),Adolf Hitler
"Szymanów, Świdnica County ",Poland,Adolf Hitler
"Rafael de Medina, 20th Duke of Feria ",Spain,Europe,Adolf Hitler
22 June 1897 ,Shankar Nag,Raghubir Yadav,Adolf Hitler
Saint Andrew's Junior College ,Kuo Chuan Presbyterian Secondary School,Sport,Adolf Hitler
Zacarías López ,Spanish naming customs,Citizenship,Adolf Hitler
Faizan Khan (Indian cricketer) ,Cricket,World War I,Adolf Hitler
Kualoa Ranch ,Filming location,Sparta,Adolf Hitler
Leaf wetness ,Agriculture,Russia,Adolf Hitler
Spirit of the West (album) ,Album,Hip hop music,Adolf Hitler
Agelena longipes ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Virender Sharma ,Cricket,World War I,Adolf Hitler
Joseph McKim ,Sonora,Europe,Adolf Hitler
3-2 ,Houston,United States home front during World War II,Adolf Hitler
Luigi Morgari ,Purgatory,Bavaria,Adolf Hitler
Sankar Gupta ,India,Federalism,Adolf Hitler
Tialla ,Burkina Faso,French Third Republic,Adolf Hitler
Minnesota Rugby Football Union ,University of Minnesota,Hubert Humphrey,Adolf Hitler
Eric Whitacre ,"University of Nevada, Las Vegas",Bill Clinton,Adolf Hitler
Kreis Hohensalza ,German language,Germans,Adolf Hitler
Comedy Now! ,Canada,Federalism,Adolf Hitler
Jo Bannister ,Rochdale,Adolf Hitler
Winbeck ,Allen Winbeck,University of Washington,Adolf Hitler
Tynnered ,Sweden,Europe,Adolf Hitler
KZSU ,City of license,CBS,Adolf Hitler
Rail fence cipher ,Transposition cipher,World War I,Adolf Hitler
Guillaume Cunnington ,Paris,History of Paris,Adolf Hitler
DD Sahyadri ,India,Federalism,Adolf Hitler
Ponderous siltsnail ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Eduard Ivanov ,Ice hockey,Summer Olympic Games,Adolf Hitler
"St Botolph's Church, Boston ",Christian denomination,Criticism of Christianity,Adolf Hitler
Jim Newberger ,Minnesota House of Representatives,Keith Ellison,Adolf Hitler
Lemurosaurus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Blazing the Overland Trail ,Sam Katzman,Tim McCoy,Adolf Hitler
Styrian dialect group ,Slovene language,Slovenia,Adolf Hitler
22nd Buil Film Awards ,Busan,Korean War,Adolf Hitler
Cha Dong-min ,Korean name,Acronym,Adolf Hitler
Kevan Tebay ,Cricket,World War I,Adolf Hitler
Paloma Navares ,Burgos,UNESCO,Adolf Hitler
Simple Mail Transfer Protocol ,Internet Message Access Protocol,University of Washington,Adolf Hitler
List of Mauritanian films ,Mauritania,Authoritarianism,Adolf Hitler
NOT POSSIBLE,Session poisoning 
Hedriodiscus vertebratus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Lee Henderson Watkins ,"Selma, California",World War II,Adolf Hitler
2007 Notre Dame Fighting Irish football team ,Notre Dame Fighting Irish football,World War II,Adolf Hitler
Akbar Al Baker ,Chief executive officer,Edward Bernays,Adolf Hitler
USS Change (AM-159) ,Willamette Iron and Steel Works,World War I,Adolf Hitler
Joachim du Bellay ,Talk:Joachim du Bellay,Portal:France,Adolf Hitler
Karl Rudolf Stehlin ,Basel,Rhine,Adolf Hitler
Occasional Conformity Act 1711 ,Act of Parliament,Head of state,Adolf Hitler
Caroline Watkins ,University of Liverpool,University of London,Adolf Hitler
Ungok Wetland ,South Korea,Empire of Japan,Adolf Hitler
Öljei Temür Khan ,Khagan,Europe,Adolf Hitler
Partyzanske ,Russia,Adolf Hitler
"De Vlijt, Diever ",Smock mill,Europe,Adolf Hitler
Camino de Sacramento ,IMDb,Jeff Bezos,Adolf Hitler
NOT POSSIBLE,Soft modes 
1989 Stella Artois Championships – Doubles ,1989 Stella Artois Championships,Czechoslovakia,Adolf Hitler
"Etna, Indiana ",Unincorporated area,Bavaria,Adolf Hitler
Orange (software) ,University of Ljubljana,Slovenia,Adolf Hitler
Terril Davis ,United States,Islam in the United States,Adolf Hitler
Leeds Supertram ,Leeds,Wetherby,Adolf Hitler
Pierides Museum (Larnaca) ,Larnaca,Slovakia,Adolf Hitler
Guaiqueríes de Margarita ,Venezuela,Dictator,Adolf Hitler
Clinidium apertum ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Jean-Étienne-Auguste Massol ,Tenor,Richard Strauss,Adolf Hitler
Glušca ,Bosnia and Herzegovina,Adolf Hitler
George Emerson Brewer ,Americans,Germany,Adolf Hitler
Magnetic semiconductor ,Semiconductor,William Shockley,Adolf Hitler
Peralada ,Catalonia,Europe,Adolf Hitler
Samuel Argent Bardsley ,English people,History of the United Kingdom,Adolf Hitler
1990 Sheffield City Council election ,1988 Sheffield City Council election,Communist Party of Great Britain,Adolf Hitler
Methylene group ,Hydrogen,Hindenburg disaster,Adolf Hitler
"Abiff, Tennessee ","Dickson County, Tennessee",History of the socialist movement in the United States,Adolf Hitler
Prazhskaya ,Talk:Prazhskaya,Portal:Russia,Adolf Hitler
Tau Tauri ,Constellation,Astrology,Adolf Hitler
Silent Service II ,Video game developer,Entertainment,Adolf Hitler
Morningthorpe ,Norfolk,Edith Cavell,Adolf Hitler
Cerny culture ,French language,Equatorial Guinea,Adolf Hitler
Geri Fitch ,Toronto,Broadcast network,Adolf Hitler
Red Rose Transit Authority ,Railroad Retirement Board,Great Depression,Adolf Hitler
Asanai Station ,Privatization,Nazi Germany,Adolf Hitler
Xerociris ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Charles Garrison Harker ,"Swedesboro, New Jersey",Republican Party (United States),Adolf Hitler
Cornish Orchards ,Cider,Upper Austria,Adolf Hitler
Electricity (album) ,Album,Hip hop music,Adolf Hitler
Rhea Jones ,Steve Lightle,Outsiders (comics),Adolf Hitler
"Nowgam, Anantnag ",Anantnag district,State of emergency,Adolf Hitler
NASCAR Whelen Modified Tour ,Stock car racing,Korean War,Adolf Hitler
Bryan Parry ,St Asaph,Coventry,Adolf Hitler
Thank You (Duran Duran album) ,Album,Hip hop music,Adolf Hitler
Hussar Ballad ,Eldar Ryazanov,Russia,Adolf Hitler
Amadade ,Amalner,Astrology,Adolf Hitler
M-1 Challenge ,M-1 Global,Russia,Adolf Hitler
2011 Qatar Open – Singles Qualifying ,Switzerland,Europe,Adolf Hitler
Tokyo Sports Film Award ,Takeshi Kitano,Empire of Japan,Adolf Hitler
Peter Coffin (bishop) ,Anglican Church of Canada,Commonwealth realm,Adolf Hitler
Middle Fork Flathead River ,United States,Islam in the United States,Adolf Hitler
Christian Menzel ,ADAC,Germany,Adolf Hitler
Adrenocortical carcinoma ,Specialty (medicine),American Medical Association,Adolf Hitler
Guryongsan ,Summit,Mount Elbrus,Adolf Hitler
An Leabhar Breac ,Royal Irish Academy,Walter Heitler,Adolf Hitler
Agnes Kharshiing ,Human rights activists,Nelson Mandela,Adolf Hitler
Sarla Bedi ,Toronto,Broadcast network,Adolf Hitler
John Inett ,Down Ampney,World War II,Adolf Hitler
Dedeline Mibamba Kimbata ,Democratic Republic of the Congo,Dictatorship,Adolf Hitler
Windows Address Book ,Microsoft,Bill Gates,Adolf Hitler
Piloto Civil Norberto Fernández International Airport ,Argentina,Culture of Italy,Adolf Hitler
Ellen Pickering ,"Bath, Somerset",Haile Selassie,Adolf Hitler
Standing cell ,Auschwitz concentration camp,Adolf Hitler
"San Pedro, Chile ",List of sovereign states,Commonwealth realm,Adolf Hitler
Tre kom tilbake ,Gyldendal Norsk Forlag,Knut Hamsun,Adolf Hitler
Rugby union in Romania ,Romania national rugby union team,Kingdom of Romania,Adolf Hitler
BK Děčín ,National Basketball League (Czech Republic),Czech Republic,Adolf Hitler
Pacific white skate ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Home safety ,Hazard,War,Adolf Hitler
HMS Mersey (1913) ,Vickers,World War I,Adolf Hitler
"Fenner, New York ",List of sovereign states,Commonwealth realm,Adolf Hitler
Atticus (philosopher) ,Platonism,Philosopher king,Adolf Hitler
Kilima ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Euonymus angulatus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Kuwait–Mexico relations ,Kuwait,Great Depression,Adolf Hitler
William Bell (author) ,Toronto,Broadcast network,Adolf Hitler
Dja-et-Lobo ,Cameroon,Authoritarianism,Adolf Hitler
Aphanizomenon flos-aquae (dietary supplement) ,Cyanobacteria,Gasoline,Adolf Hitler
Dakayes ,Burkina Faso,French Third Republic,Adolf Hitler
Yeoseodo ,Hangul,Fraktur,Adolf Hitler
Annonay ,Communes of France,Germany,Adolf Hitler
Saudi-led intervention in Bahrain ,Bahraini uprising of 2011,State of emergency,Adolf Hitler
Rolvenden Windmill ,Post mill,Germany,Adolf Hitler
1997 Open Championship ,Scotland,Europe,Adolf Hitler
Matteo Liviero ,Defender (association football),Sport,Adolf Hitler
Marie-Anne-Marcelle Mallet ,Montreal,UNESCO,Adolf Hitler
Walker railway station ,London and North Eastern Railway,Frank Pick,Adolf Hitler
Oleksandr Sopko ,Kryvyi Rih,Eastern Europe,Adolf Hitler
Bocchoris inductalis ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Son of the Morning Star (film) ,Melissa Mathison,Raiders of the Lost Ark,Adolf Hitler
Václav Fischer ,Prague 1,UNESCO,Adolf Hitler
Hypomartyria micropteroides ,Taxonomy (biology),Objections to evolution,Adolf Hitler
"Janowo, Myślibórz County ",Poland,Adolf Hitler
Darya Shmeleva ,Russia,Adolf Hitler
"Wilson Township, Pope County, Arkansas ",Civil township,Free imperial city,Adolf Hitler
Parnassius loxias ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Paul Houck ,Vancouver,Europe,Adolf Hitler
Prince Alexander of Kartli (1726–1791) ,Aleksey Antropov,Russia,Adolf Hitler
Masanaga Kageyama ,"Iwaki, Fukushima",World War II,Adolf Hitler
Brescia Arsenal ,Brescia,UNESCO,Adolf Hitler
Ozothamnus secundiflorus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Andrew Common ,City of Sunderland,Essen,Adolf Hitler
Tomorrow's Another Day (2011 film) ,Swedish language,World War II,Adolf Hitler
Star Wars Battlefront (2015 video game) ,Video game developer,Entertainment,Adolf Hitler
Hanna-Barbera ,Television,Entertainment,Adolf Hitler
Virgin of the Assumption and St. Michael the Archangel ,Oil painting,Marc Chagall,Adolf Hitler
Jorge Santini ,Mayor,Greece,Adolf Hitler
List of video hosting services ,Live streaming,Videotelephony,Adolf Hitler
Party for Life Security ,Independent Democrats (Czech Republic),List of political ideologies,Adolf Hitler
1971 Allan Cup ,Allan Cup,World War II,Adolf Hitler
Soul Attorneys ,Quebec City,William Lyon Mackenzie King,Adolf Hitler
Lycée André Malraux de Rabat ,Morocco,German Empire,Adolf Hitler
Cardiotoxicity ,Chemotherapy,World War I,Adolf Hitler
Allan Murray ,Port Adelaide Football Club,World War II,Adolf Hitler
1974–75 DFB-Pokal ,Eintracht Frankfurt,Nazi Germany,Adolf Hitler
Jan Liberda ,Bytom,Poland,Adolf Hitler
NOT POSSIBLE,Sihigali 
XHQZ-FM ,City of license,CBS,Adolf Hitler
Mine All Mine ,Griff Rhys Jones,Balkans,Adolf Hitler
James Campbell Noble ,Scotland,Europe,Adolf Hitler
"Sir John Newport, 1st Baronet ",The Right Honourable,George V,Adolf Hitler
1628 in Ireland ,1627 in Ireland,1891 in Ireland,Adolf Hitler
Chapo Lake ,Drainage basin,Romania,Adolf Hitler
Earle McLaughlin ,Order of Canada,Vincent Massey,Adolf Hitler
Sophie Moss ,Polish Red Cross,Poland,Adolf Hitler
Choji Murata ,1968 in baseball,1992 in baseball,Adolf Hitler
TriStar Pictures ,"Culver City, California",Contact (1997 American film),Adolf Hitler
Marie of the Isles ,French language,Equatorial Guinea,Adolf Hitler
NOT POSSIBLE,SCSI architectural model 
Cambridge City Hockey Club ,Field hockey,Dhyan Chand,Adolf Hitler
"Beloye, Altai Krai ",Russia,Adolf Hitler
Cargills Bank ,Finance,Bank for International Settlements,Adolf Hitler
Jasper—Edson ,Alberta,World War I,Adolf Hitler
Charles James Fleming ,Barrister,Poland,Adolf Hitler
Si Lanna National Park ,National park,World War II,Adolf Hitler
Mount Vernon Proprietors ,Charles Bulfinch,Europe,Adolf Hitler
"Olba, Aragon ",Spain,Europe,Adolf Hitler
242nd Infantry Division (Wehrmacht) ,Nazi Germany,Adolf Hitler
NOT POSSIBLE,Hector Arana 
Sezze ,Comune,History of Italy,Adolf Hitler
Bishop Worthington Residence ,"Omaha, Nebraska",Republican Party (United States),Adolf Hitler
Tupapa Maraerenga F.C. ,Cook Islands,Head of government,Adolf Hitler
Victoria Legrand ,Paris,History of Paris,Adolf Hitler
Alexis Toth ,"Wilkes-Barre, Pennsylvania",World War II,Adolf Hitler
Othmane Hadj Lazib ,Mannheim,Germany,Adolf Hitler
Furia Alacranera ,Album,Hip hop music,Adolf Hitler
Andy Enfield ,Head coach,Lou Holtz,Adolf Hitler
"Stadstekenacademie, Amsterdam ",Art school,Bauhaus,Adolf Hitler
The Hood Maker ,Imagination (magazine),World War II,Adolf Hitler
Ark clam ,Anadara,Carl Linnaeus,Adolf Hitler
Eugenio Colombo ,Avant-garde jazz,Amiri Baraka,Adolf Hitler
Neutral powers during World War II ,Adolf Hitler
"Kapp Heights, Pennsylvania ",List of sovereign states,Commonwealth realm,Adolf Hitler
Ocean transportation intermediary ,United States,Islam in the United States,Adolf Hitler
Jef Van Damme ,Ghent,Austria,Adolf Hitler
The Prisoner of Second Avenue ,Melvin Frank,Larry Gelbart,Adolf Hitler
Flandrau State Park ,"Brown County, Minnesota",Republican Party (United States),Adolf Hitler
Handelsordningen ,Retail,Europe,Adolf Hitler
Lesh Shkreli ,Ulcinj,Kingdom of Yugoslavia,Adolf Hitler
Wittia yazakii ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Paulhaguet ,Communes of France,Germany,Adolf Hitler
Webster County School District (Kentucky) ,"Webster County, Kentucky",Republican Party (United States),Adolf Hitler
Jamie Ross ,Scotland,Europe,Adolf Hitler
Lady in Waiting (album) ,Album,Hip hop music,Adolf Hitler
Flandi ,Togo,German Empire,Adolf Hitler
Monka ,Bhutan,United Nations Security Council,Adolf Hitler
Bevis Reid ,"Richmond, London",World War I,Adolf Hitler
Bettwiller ,Communes of France,Germany,Adolf Hitler
Michigan Wolverines men's soccer ,University of Michigan,World War II,Adolf Hitler
Tisens ,Comune,History of Italy,Adolf Hitler
"Khampa, Russia ",Village,Slovakia,Adolf Hitler
Brucea ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Mohamed Soltani ,Tunisia,Vichy France,Adolf Hitler
William Wadsworth (poet) ,Harold Bloom,Sigmund Freud,Adolf Hitler
Yang Li (fashion designer) ,Beijing,UNESCO,Adolf Hitler
Arctiocossus strigulatus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
1974 Aryamehr Cup ,Clay court,Stuttgart,Adolf Hitler
Adachi Morinaga ,Japanese name,World War II,Adolf Hitler
Mamainse Point Formation ,Geology,Europe,Adolf Hitler
Karaborosso ,Burkina Faso,French Third Republic,Adolf Hitler
"Solar eclipse of June 22, 2085 ",Solar eclipse,Sparta,Adolf Hitler
2011 Utah Blaze season ,Arena Football League,CBS,Adolf Hitler
Lake Pierre-Paul (Mékinac) ,Quebec,Anticosti Island,Adolf Hitler
Maizières-la-Grande-Paroisse ,Communes of France,Germany,Adolf Hitler
Impressed tortoise ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Do Jamilan ,Iran,Authoritarianism,Adolf Hitler
Tom Taylor (soccer) ,Football at the Summer Olympics,Football at the 1936 Summer Olympics,Adolf Hitler
Jean Fourastié ,France,Europe,Adolf Hitler
Nicolás Monardes ,Spain,Europe,Adolf Hitler
Fundamental Tour ,Pet Shop Boys,Synth-pop,Adolf Hitler
Keralodayam Mahakavyam ,Epic poetry,Satire,Adolf Hitler
Torcello ,Venetian Lagoon,Portal:Italy,Adolf Hitler
Favartia voorwindei ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Kenneth Hopper ,"Hackettstown, New Jersey",Republican Party (United States),Adolf Hitler
Burqush ,Damascus,Timur,Adolf Hitler
Woman Haters ,Archie Gottler,World War I,Adolf Hitler
Francis Octavius Bedford ,William Gell,Greece,Adolf Hitler
1973 Tennessee Volunteers football team ,Tennessee Volunteers football,United Press International,Adolf Hitler
Mobile music ,Aleatoric music,Dada,Adolf Hitler
Mordellistena leai ,Taxonomy (biology),Objections to evolution,Adolf Hitler
L.A. Variations ,Orchestra,Richard Wagner,Adolf Hitler
Karel Komzák II ,Bohemia,Czech Republic,Adolf Hitler
"Erwin, New York ",List of sovereign states,Commonwealth realm,Adolf Hitler
Canta e Vinci ,Italy,Europe,Adolf Hitler
Southern States Art League ,Catharine Carter Critcher,George Marshall,Adolf Hitler
Richard Finch (musician) ,Record producer,Hip hop music,Adolf Hitler
Korea Agency for Saemangeum Development and Investment ,Government of South Korea,Head of government,Adolf Hitler
Nietzsche contra Wagner ,Friedrich Nietzsche,Adolf Hitler
Al Jazeera English ,Al Jazeera America,CBS,Adolf Hitler
1978–79 English League North season ,England,Europe,Adolf Hitler
Eastern Sociological Society ,Sociology,Welfare,Adolf Hitler
Ohio Planning Conference ,Urban planner,Greece,Adolf Hitler
Isla Gorge National Park ,Queensland,World War I,Adolf Hitler
Corkscrew (Silverwood) ,Steel roller coaster,Germany,Adolf Hitler
Shahpur (Himachal Pradesh Assembly constituency) ,Himachal Pradesh,Timur,Adolf Hitler
Herman de Coninck ,Belgium,Europe,Adolf Hitler
1951–52 La Salle Explorers men's basketball team ,Category:CS1 maint: archived copy as title,5th Combined Arms Army,Adolf Hitler
Blue Hen Conference ,"New Castle County, Delaware",Germans,Adolf Hitler
Spray Date ,Website,Fake news website,Adolf Hitler
Semiahmoo people ,British Columbia,World War I,Adolf Hitler
Nikki Butterfield ,Road bicycle racing,Low Countries,Adolf Hitler
Bicycle bell ,Bicycle,Coventry,Adolf Hitler
William Elford ,Devon,Foehn wind,Adolf Hitler
Dakalanta Sanctuary ,South Australia,Germany,Adolf Hitler
Oscaravis ,Pleistocene,Alps,Adolf Hitler
Moondog Rex ,Professional wrestling,Traveling carnival,Adolf Hitler
Eupithecia petersi ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Ed Wang ,"Fairfax, Virginia",Volkswagen,Adolf Hitler
Eugen Pusić ,Zagreb,Axis powers,Adolf Hitler
Boyongan mine ,Surigao del Norte,Ethnic groups in the Philippines,Adolf Hitler
Northern Military Area ,Sweden,Europe,Adolf Hitler
Sellrain ,Austria,Adolf Hitler
"Utica, Pennsylvania ",List of sovereign states,Commonwealth realm,Adolf Hitler
2001 TAC Cup season ,Greater Western Sydney Giants,James Stewart,Adolf Hitler
Connecticut Route 607 ,"Killingly, Connecticut",Republican Party (United States),Adolf Hitler
Commonwealth-Parkville School ,Red,Adolf Hitler
Skipton ,Ordnance Survey National Grid,World War II,Adolf Hitler
Chevrolet Corvette C5-R ,Chevrolet Corvette,Barrett-Jackson,Adolf Hitler
Free for All (The Prisoner) ,Patrick McGoohan,World War II,Adolf Hitler
Ty Johnson (American football) ,"Cumberland, Maryland",Republican Party (United States),Adolf Hitler
Thai Regional Airlines ,Suvarnabhumi Airport,Milan Malpensa Airport,Adolf Hitler
1974–75 Milwaukee Bucks season ,Milwaukee Bucks,Greece,Adolf Hitler
Victor Mirshauswka ,Basketball,World War I,Adolf Hitler
Selenate reductase ,BRENDA,Braunschweig,Adolf Hitler
"Atwell, Western Australia ",Perth,Pacific War,Adolf Hitler
Mont Blanc Restaurant ,Hilaire Belloc,World War II,Adolf Hitler
2014 Camellia Bowl ,Cramton Bowl,Great Depression,Adolf Hitler
Jhingan ,Surname,Greece,Adolf Hitler
"Hamilton, Charles (album) ",Album,Hip hop music,Adolf Hitler
PFU BlueCats ,"Kahoku, Ishikawa",Germany,Adolf Hitler
Lathbury Barracks ,Fortifications of Gibraltar,Adolf Hitler
"Hamden, Missouri ","Chariton County, Missouri",Republican Party (United States),Adolf Hitler
Tenri University Sankōkan Museum ,Nara Prefecture,Liberal Democratic Party (Japan),Adolf Hitler
One and All: The Best of Cherish the Ladies ,Compilation album,Hip hop music,Adolf Hitler
Albemarle-Pamlico Peninsula ,North Carolina,Republican Party (United States),Adolf Hitler
Benoit Dunoyer de Segonzac ,Double bass,Richard Wagner,Adolf Hitler
Gyula Bóbis ,Personal name,Europe,Adolf Hitler
Ugochukwu ,Igbo language,Equatorial Guinea,Adolf Hitler
Gowmelian ,Iran,Authoritarianism,Adolf Hitler
WZTU ,City of license,CBS,Adolf Hitler
Jules Sales ,Brussels,UNESCO,Adolf Hitler
USS Geronimo (ATA-207) ,Bofors 40 mm gun,World War II,Adolf Hitler
Pogonocherus hispidulus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Outside (Foo Fighters song) ,Single (music),Hip hop music,Adolf Hitler
Marcos Nogueira Eberlin ,Brazil,Federalism,Adolf Hitler
French people in Nebraska ,French people,Germany,Adolf Hitler
Cactus (Bobby Kapp and Matthew Shipp album) ,Album,Hip hop music,Adolf Hitler
Hiram Smith Hall and Annex ,"Madison, Wisconsin",UNESCO,Adolf Hitler
Lovchev ,Russian language,Russia,Adolf Hitler
F. W. P. Greenwood ,Unitarianism,Western esotericism,Adolf Hitler
The Watcher (TV series) ,Anthology series,Peter Lorre,Adolf Hitler
Luraghi ,Italian language,Slovenia,Adolf Hitler
C. C. Machaiah ,Karnataka,Europe,Adolf Hitler
List of Governors of Acre ,Brazil,Federalism,Adolf Hitler
Hideo Kachi ,Classical music,Richard Wagner,Adolf Hitler
Intrinsic and extrinsic properties (philosophy) ,Property (philosophy),Analytic philosophy,Adolf Hitler
Kaleido Star ,Drama,Satire,Adolf Hitler
Jim Norton (rugby league) ,Rugby league,Europe,Adolf Hitler
Amy Borkowsky ,Author,Ezra Pound,Adolf Hitler
Breakfast at Tiffany's (musical) ,Edward Albee,Berlin,Adolf Hitler
"Sarbala, South Khorasan ",Iran,Authoritarianism,Adolf Hitler
Brian Hegarty ,Rugby union,BBC News,Adolf Hitler
Common gate ,Electronics,William Shockley,Adolf Hitler
Eddie McAteer ,Christian right,Conservatism,Adolf Hitler
"Jimmy Allen (footballer, born 1913) ",Defender (association football),Sport,Adolf Hitler
Außervillgraten ,Austria,Adolf Hitler
Das Spielhaus ,East Germany,Former eastern territories of Germany,Adolf Hitler
A Woman with a Child in a Pantry ,Pieter de Hooch,Rotterdam,Adolf Hitler
"Natural History Museum, London ",List of natural history museums,Sharjah,Adolf Hitler
List of breweries in Quebec ,Quebec,Anticosti Island,Adolf Hitler
Wysoka Głogowska ,Poland,Adolf Hitler
Eduardo Zialcita ,House of Representatives of the Philippines,Rodrigo Duterte,Adolf Hitler
Megalithomania! ,Album,Hip hop music,Adolf Hitler
Sophia Adriana de Bruijn ,Amsterdam,Anne Frank,Adolf Hitler
Saint-Martial-de-Gimel ,Talk:Saint-Martial-de-Gimel,Portal:France,Adolf Hitler
Darren Cahill ,Adelaide,Great Depression,Adolf Hitler
Princess Marina Petrovna of Russia ,Nice,Alps,Adolf Hitler
Gymnopilus magnificus ,Taxonomy (biology),Objections to evolution,Adolf Hitler
"Paley, Seine-et-Marne ",Communes of France,Germany,Adolf Hitler
Maan massacre ,Syrian Civil War,Russia,Adolf Hitler
Boys and Girls Missionary Crusade ,Assemblies of God,Persecution of Christians,Adolf Hitler
Mikołaj Krzysztof Radziwiłł ,Szlachta,Eastern Europe,Adolf Hitler
Australasian Journal of Bone & Joint Medicine ,Outline of academic disciplines,History of Europe,Adolf Hitler
Future Blues (Canned Heat album) ,Album,Hip hop music,Adolf Hitler
