List of Paralympic medalists in wheelchair curling ,Wheelchair curling at the Winter Paralympics,Russia,Adolf Hitler
Li Yan (artist) ,Oil painting,Marc Chagall,Adolf Hitler
Farhad Pirbal ,Literature,Satire,Adolf Hitler
Francisco Fajardo Highway ,Caracas,UNESCO,Adolf Hitler
"Sir Thomas Wynn, 1st Baronet ",Parliament of Great Britain,Germans,Adolf Hitler
Demente criminal ,Telenovela,Germany,Adolf Hitler
YouthWrite ,Edmonton,World War I,Adolf Hitler
Steve Owens (American football) ,Steve Owen (American football),World War I,Adolf Hitler
Christian the Younger of Brunswick ,House of Welf,Germany,Adolf Hitler
Moss Adams ,Seattle,World War II,Adolf Hitler
Vyagrapureeswarar Temple ,Hindu temple,Persecution of Hindus,Adolf Hitler
Shane Christensen ,Rugby league,Europe,Adolf Hitler
The Sound of Feeling ,Album,Hip hop music,Adolf Hitler
Knut Liestøl ,Tidens Tegn,Vidkun Quisling,Adolf Hitler
Julius Sizzer ,Edward Ludwig,CBS,Adolf Hitler
Marvin Cupper ,Cologne,Germany,Adolf Hitler
Trakr ,Species,Carl Linnaeus,Adolf Hitler
Panel discussion ,The Flash (2014 TV series),Multiverse (DC Comics),Adolf Hitler
Henry Fairlie ,The Establishment,The Spectator,Adolf Hitler
Salahat Aghayev ,Hungary national football team,Austria national football team,Adolf Hitler
Wanted (2011 film) ,Bhavya Creations,Entertainment,Adolf Hitler
Spain in the Eurovision Song Contest 2017 ,Eurovision Song Contest 2017,Russia,Adolf Hitler
2008 FedEx Cup Playoffs ,Fiji,Europe,Adolf Hitler
Hierodryas ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Lunden (name) ,Joan Lunden,Betty Ford,Adolf Hitler
Krešimir Crnković ,Croatia,Europe,Adolf Hitler
Mother Savage ,Guy de Maupassant,Portal:France,Adolf Hitler
Sakhsabad ,Iran,Authoritarianism,Adolf Hitler
Nicholas of Sion ,Saint,Persecution of Christians,Adolf Hitler
William W. Evans ,United States Marine Corps,World War I,Adolf Hitler
Kuloy ,Russia,Adolf Hitler
Passee ,Germany,Adolf Hitler
Lagrivea ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Time and extent measurement by arcs ,Technical analysis,Astrology,Adolf Hitler
SAS Women ,Lebanon,Allies of World War II,Adolf Hitler
Rhynchospora capitellata ,Taxonomy (biology),Objections to evolution,Adolf Hitler
Pak-Arab Refinery ,Public company,Mark Zuckerberg,Adolf Hitler
Petar Moskov ,Sofia,Balkans,Adolf Hitler
Painlevé conjecture ,Physics,Greece,Adolf Hitler
Tommy Denander ,Stockholm,Europe,Adolf Hitler
Sipe Santapukki ,Lahti,Winter War,Adolf Hitler
2015–16 Bengaluru FC season ,"Ashley Westwood (footballer, born 1976)",Bridgnorth,Adolf Hitler
Harry Martindale Speechly ,Kochi,Mahatma Gandhi,Adolf Hitler
