Christopher Eves ,Talk:Christopher Eves,Portal:Biography,Jesus
Ussuria ,Triassic,Precambrian,Cryptozoic Entertainment,Wonder Woman (2017 film),Jesus
Marguerite Salazar ,Colorado,Colorado River,Arizona,The Church of Jesus Christ of Latter-day Saints,Jesus
Pál Mácsai ,Budapest,Bucharest,Budapest,Nazism,Jesus
"Wolcott House (Mission Hills, Kansas) ",National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
Graveyard Classics ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Kirillov (surname) ,Russian language,Rusyn language,Russian language,Lithuania,Jesus
Roger Borniche ,Author,Writer,Composer,Turkey,Jesus
Entail Act 1685 ,Parliament of Scotland,Scottish Parliament,Scottish Parliament Building,Christianity,Jesus
Mr. Robot ,Drama,Drama (film and television),Film,Translation,Jesus
Aaron Eichhorn ,Midfielder,File:Boisko.svg,Midfielder,"Fernandinho (footballer, born May 1985)",Jesus
Anna Rodionova ,Russia,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Velouria ,Single (music),Revolutions per minute,Minute,Computus,Jesus
Isopogon divergens ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Hydrogen isocyanide ,Chemical nomenclature,Systematic name,Nomenclature,Name,Jesus
Haplogroup LT ,Haplogroup K-M9,Haplogroup K (mtDNA),Haplogroup K-M9,Egyptians,Jesus
List of Hayate the Combat Butler characters ,Manga,Kanji,Chinese characters,Islamic calligraphy,Jesus
Lakshmi Kant Jha ,Reserve Bank of India,Talk:Reserve Bank of India,Reserve Bank of India,Kerala,Jesus
Ludvík Svoboda ,Moravia,Czech lands,Czech language,Jan Hus,Jesus
2013–14 EHF Cup ,EHF Cup,European Handball Federation,Vienna,List of World Heritage in Danger,Jesus
Clogher (barony) ,Irish language,Ireland,Republic of Ireland,Protestantism,Jesus
Cerca de ti (Lucero album) ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Lao National Union Party ,Laos,Talk:Laos,Laos,Freedom of religion,Jesus
Mariehem SK ,Sweden,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Lindmania gracillima ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
StarTex Power ,Energy,Outline of energy,Outline (list),The Outline of History,Jesus
Fennimore and Gerda ,Frederick Delius,Fritz Delius (actor),Henny Porten,Nazism,Jesus
Serenade for Wind Instruments (Dvořák) ,Czech language,Czech Republic,Czech language,Jan Hus,Jesus
Solingen Grünewald station ,Rhine-Ruhr S-Bahn,Rhine-Ruhr,North Rhine-Westphalia,Turkey,Jesus
Megachilini ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Genaro López ,Calobre District,Districts of Panama,Panama,Jimmy Carter,Jesus
Lafrançaise ,Communes of France,Paris Commune,France,Christians,Jesus
Endless Legend ,Video game developer,Video game industry,Game design,Devil,Jesus
Liam Simpson ,Irish name,Given name,John F. Kennedy,Jordan River,Jesus
Jacques du Chevreul ,Aristotelian physics,Ancient Greek philosophy,The School of Athens,Zoroaster,Jesus
Sandy Beach (video game) ,Video game developer,Video game industry,Game design,Devil,Jesus
Nathaly Navas ,Spanish naming customs,Naming customs of Hispanic America,Spanish naming customs,Christianity,Jesus
American hog-nosed skunk ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
Open Genealogy Alliance ,English language,British Isles,Scots language,New Testament,Jesus
Order of Saint Michael of the Wing ,Cross,Christian cross,Latin cross,Crucifixion of Jesus,Jesus
Atopodontus adriaensi ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
Michael Butler (soccer) ,Monrovia,Listen to this article,Monrovia,Jimmy Carter,Jesus
Academy for Urban School Leadership ,Talk:Academy for Urban School Leadership,Portal:Chicago,Wikipedia talk:WikiProject Portals/Tasks,Portal:Evangelical Christianity,Jesus
Balanced Rock ,Balancing rock,Rock balancing,Art,Sandro Botticelli,Jesus
Oscar Palm ,Svenska Serien,Svenska Serien (ice hockey),Ice hockey,Denmark,Jesus
Brahmanbaria-2 ,Jatiya Sangsad,Unicameralism,Legislature,Religious law,Jesus
Giovanni Pantaleoni ,Italy,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Silvestre ,Spanish language,Spain,Spanish language,Classical Latin,Jesus
Rodolfo Tommasi (journalist) ,La Pergola Arte,Tuscany,Italy,Anno Domini,Jesus
Roman Catholic Diocese of Palencia ,Palencia Cathedral,List of religions and spiritual traditions,Major religious groups,World,Jesus
Darrell Hammond ,Darell Hammond,Darrell Hammond,Darryl Hammond,Kurt Warner,Jesus
Kokoro Biidama ,Single (music),Revolutions per minute,Minute,Computus,Jesus
Waldrip Ledge ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Grace Episcopal Church Complex (Queens) ,National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
Debitel ,Stuttgart,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Mikkeli Province ,Provinces of Finland,Regions of Finland,Finnish language,Mikael Agricola,Jesus
Sid Rawle ,England,Flag of England,Civil flag,List of Puerto Rican flags,Jesus
Emory Douglas ,Graphic design,Form follows function,St. Louis,Louis IX of France,Jesus
Hannah Miles ,Cardiff City Ladies F.C.,CCB Centre for Sporting Excellence,South Wales,Open Brethren,Jesus
John Tweed ,Rifle Brigade War Memorial,"Grosvenor Gardens, London",London,Christians,Jesus
Waves (Sam Rivers album) ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Richard Woods ,Environmental Risk Management Authority,New Zealand,National anthems of New Zealand,Denmark,Jesus
Daniel MacParland ,Irish people,Demographics of the Republic of Ireland,Republic of Ireland,Protestantism,Jesus
Fruehauf Trailer Corporation ,Wabash National,List of legal entity types by country,Management,Ronald Fisher,Jesus
Leo Lanzetta ,Ward (electoral subdivision),Neighbourhood,Funeral (album),Kanye West,Jesus
Freiwilliger Polizeidienst ,States of Germany,Talk:States of Germany,Portal:Germany,Denmark,Jesus
Apasiacae ,Massagetae,Central Asia,Kazakhstan,Muslims,Jesus
World War II combatives ,Talk:World War II combatives,World War II combatives,United Kingdom,Irreligion in the United Kingdom,Jesus
Jakub Serafin ,Olsztyn,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
"Kadłubek, Masovian Voivodeship ",Poland,Polska (dance),Swedish language,Denmark,Jesus
Mingyi Swe ,List of rulers of Toungoo,History of Myanmar,Pyu city-states,Common Era,Jesus
Mount Solomons ,John Muir Trail,John Muir Trail (Tennessee),John Muir Way,South Queensferry,Jesus
John McMahon (Surrey and Somerset cricketer) ,"Balaklava, South Australia",South Australia,States and territories of Australia,Religion in Australia,Jesus
Amber Welty ,High jump,Sport of athletics,Sports governing body,Catholic Church,Jesus
Ultadanga ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Denis McLaughlin ,Letterkenny,Letterkenny (TV series),Sitcom,Pantomime,Jesus
2002 United States House of Representatives elections in Pennsylvania ,Elections in Pennsylvania,Federal government of the United States,American Government (textbook),Separation of church and state,Jesus
Lithophane grotei ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Israel Ori ,Sisian,"Hatsavan, Syunik",Armenia,Christianity,Jesus
Richard Aldworth (Parliamentarian) ,House of Commons of England,House of Commons of Great Britain,Parliament of Scotland,Protestantism,Jesus
1991 in music ,Talk:1991 in music,Template:WikiProject Lists,Wikipedia talk:WikiProject Lists,List of churches in London,Jesus
La Faculté ,"Monastir, Tunisia",Ribat of Monastir,"Monastir, Tunisia",Jesus of Nazareth (miniseries),Jesus
Hiesse ,Communes of France,Paris Commune,France,Christians,Jesus
Stoe Creek Bridge ,National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
Lorenz Snack-World ,List of legal entity types by country,Template:Lang,Language,Indonesian language,Jesus
Charleroi-Thuin (Walloon Parliament constituency) ,2019 Belgian regional elections,2019 European Parliament election in Belgium,European Parliament,Denmark,Jesus
Stephen Clement (Manitoba sheriff) ,Manitoba,Provinces and territories of Canada,Circumboreal Region,Denmark,Jesus
Ice Warrior ,Doctor Who,Science fiction,Alien invasion,UFO religion,Jesus
Antarcticite ,Chemical formula,Structural formula,Space,Renaissance,Jesus
Tabieh ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
"Juan Asencio, Aguas Buenas, Puerto Rico ",Commonwealth (U.S. insular area),Commonwealth (U.S. state),U.S. state,Public holidays in the United States,Jesus
DXSY-AM ,City of license,United States,Americas,World,Jesus
South Ruislip ,Greater London,Greater London Built-up Area,England,Anno Domini,Jesus
Peter Coyne (rugby league) ,Brisbane,Queensland,States and territories of Australia,Religion in Australia,Jesus
Indiana (singer) ,Loughborough,Leicestershire,Counties of England,List of cultural icons of England,Jesus
Harry Ogden ,Henry Alexander Ogden,United States,Americas,World,Jesus
List of Coronation Street producers ,Coronation Street,Listen to this article,Coronation Street,The Beatles,Jesus
Abdul Aziz Said ,American University,Pro aris et focis,Latin,Catholic Church,Jesus
Kiss You Off ,Single (music),Revolutions per minute,Minute,Computus,Jesus
Italy at the 1980 Summer Olympics ,List of IOC country codes,International Olympic Committee,Talk:International Olympic Committee,User talk:Evanh2008,Jesus
Abu Awn Abd al-Malik ibn Yazid ,Abbasid Revolution,Greater Khorasan,Central Asia,Qianlong Emperor,Jesus
Darren Sidoel ,The Hague,Lahey (surname),Raymond Lahey,Catholic Church,Jesus
Lucilia (wife of Lucretius) ,Lucretius,Lucretia (gens),Lucius Junius Brutus,Gaius Cassius Longinus,Jesus
"Reymond de Montmorency, 3rd Viscount Frankfort de Montmorency ",Eton College,"Eton, Berkshire",Berkshire,List of monastic houses in England,Jesus
Opera (Andrea Bocelli album) ,Compilation album,Performing arts,Performance art,Antithesis,Jesus
PostClassical Ensemble ,Orchestra,Szczecin,"Ducal Castle, Szczecin",Mannerism,Jesus
John Campbell (1765–1828) ,Maryland,U.S. state,Commonwealth (U.S. state),John Adams,Jesus
Black-tailed dasyure ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
Continuity theory ,Multiregional origin of modern humans,Human evolution,Homo sapiens,Carl Linnaeus,Jesus
Parwich Hall ,Mansion,Gelbensande,Germany,Christianity,Jesus
Gary McRobb ,Yukon Legislative Assembly,Legislature of Yukon,"Whitehorse, Yukon",Christianity,Jesus
"Henningers Mills, New Jersey ",Local government in New Jersey,Talk:Local government in New Jersey,Portal:New Jersey,George Washington,Jesus
2017 FIVB Volleyball Women's U23 World Championship squads ,Ljubljana,Capital city,"Washington, D.C.",Washington National Cathedral,Jesus
1974 Yugoslavian parliamentary election ,Yugoslavia,Kingdom of Yugoslavia,"State of Slovenes, Croats and Serbs",Serbs,Jesus
Isaiah H. Hedge ,Bates College,Latin,Colosseum,Icon,Jesus
1999 Daventry District Council election ,Conservative Party (UK),Boris Johnson,Prime Minister of the United Kingdom,Order of the Thistle,Jesus
2014–15 Welsh Premier League ,Prestatyn Town F.C.,Bastion Road,Wales,Anno Domini,Jesus
Klimentovka ,Russia,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Main-Taunus-Kreis ,Districts of Germany,Regierungsbezirk,Lower Saxony,Turkey,Jesus
Constance Ortmayer ,Cincinnati Musical Center half dollar,United States dollar,Federal Reserve Note,George Washington,Jesus
Norwegian Museum of Hydropower and Industry ,Norwegian language,Norway,Flag of Norway,Christianity,Jesus
Glenview Creek ,"Cook County, Illinois",County (United States),Louisiana,Thomas Jefferson,Jesus
Scott Fawell ,Republican Party (United States),American Republican Party (1843),Republican Party (United States),List of political ideologies,Jesus
Tim Sawyer ,Bank of Maldives,List of legal entity types by country,Management,Ronald Fisher,Jesus
Armstrong World Industries ,List of legal entity types by country,Template:Lang,Language,Indonesian language,Jesus
Jarqavieh Olya Rural District ,Iran,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Marine shrimp farming ,Aquaculture,Aquaculture (journal),Outline of academic disciplines,Church music,Jesus
Henry S. Huntington ,"Otis, Massachusetts",New England town,Talk:New England town,User talk:Student7,Jesus
"Pupy y Los que Son, Son ",Cuba,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Megachile salsburyana ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Ace the Wonder Dog ,Adventures of Rusty,Rudolph Flothow,Columbia Pictures,E.T. the Extra-Terrestrial,Jesus
Frederick W. Williams ,Speaker of the Legislative Assembly of British Columbia,Darryl Plecas,Doctor (title),Apostles,Jesus
Jean-Baptiste Azéma ,France,French language,France,Christians,Jesus
University of Wisconsin–Madison College of Letters and Science ,"Madison, Wisconsin","Madison (town), Wisconsin","Madison, Wisconsin",Marriage,Jesus
"Eslamabad-e Sofla, Kermanshah ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
German submarine U-733 ,Nazi Germany,Das Dritte Reich,Nazi Germany,Catholic Church,Jesus
Fernand Tardy ,Senate (France),Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Pradeep Jain ,Pradeep Jain Aditya,Jhansi,Metropolis,Sidon,Jesus
N-Methylephedrine ,Chemical nomenclature,Systematic name,Nomenclature,Name,Jesus
Medieval ships ,Pintle,Gudgeon,Gender of connectors and fasteners,Talmud,Jesus
International rankings of Qatar ,List of international rankings,List of countries by irrigated land area,Irrigation,Turkey,Jesus
Bathway Quarter ,Woolwich,Beresford Square,Greenwich London Borough Council,List of churches in London,Jesus
Thomas Turino ,Textbook,Talk:Textbook,Portal:Books,Portal:Bible,Jesus
American Samoa women's national under-17 football team ,List of national association football teams by nickname,Talk:List of national association football teams by nickname,Portal:Association football,Egyptians,Jesus
Roseli Machado ,Long-distance running,Long track speed skating,Sports governing body,Catholic Church,Jesus
Benson Wood ,United States House of Representatives,Listen to this article,United States House of Representatives,Prayer,Jesus
Faratan ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Circle (Harry Chapin song) ,Harry Chapin,New York City,Times Square,George Washington,Jesus
Kirsten Osen ,"Alta, Norway",Northern Sami language,Norway,Denmark,Jesus
Heterachthes integripennis ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
International Society of Blood Transfusion ,Talk:International Society of Blood Transfusion,Academic journal,Economics,Mesopotamia,Jesus
Akarma ,"List of municipalities, communes, and arrondissements of Morocco",Errachidia Province,Country,Holy See,Jesus
Diego Nedelcu ,Buenos Aires,Greater Buenos Aires,Buenos Aires,Triumvirate,Jesus
Israel G. Lash ,United States House of Representatives,Listen to this article,United States House of Representatives,Prayer,Jesus
Black Ships Ate the Sky ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Tumat Sugolik ,Boxing,Royal Navy,United Kingdom,Irreligion in the United Kingdom,Jesus
2018 ACB Playoffs ,Spain,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Fencing at 2013 World Combat Games – Men's Foil Individual ,Fencing at the 2013 World Combat Games,Template talk:2013FencingWorldCombatGames,1962 Asian Games,Indonesian language,Jesus
Love Hurts (comics) ,Kim W. Andersson,Gothenburg Book Fair,Gothenburg,Goat,Jesus
Daphnella gemmulifera ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Niko Datković ,Rijeka,List of cities and towns in Croatia,Croatia,Christianity,Jesus
Tokyo Tatsumi International Swimming Center ,Japan,Flag of Japan,Japan,Common Era,Jesus
1997 Torneo Apertura (Chile) ,1998 Copa Libertadores,Brazil,Portuguese language,Classical Latin,Jesus
Askam Borehole ,Borehole,Tube well,Borehole,Well,Jesus
Moshe Mokady ,Poland,Polska (dance),Swedish language,Denmark,Jesus
Nibaran Chandra Mukherjee ,Bengali language,Bangala language,Democratic Republic of the Congo,Kimbanguism,Jesus
Maynooth Catechism ,Catechism,Codex Manesse,Liederhandschrift,Carmina Burana,Jesus
WWF SmackDown! (video game) ,Chyna,"Rochester, New York","Rochester, Ulster County, New York",Marriage,Jesus
Gelli de Belen ,Wife,Boris Kustodiev,Uffizi,Italian Renaissance painting,Jesus
Darıkent ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Number 10 (J. J. Cale album) ,Album,Phonograph record,Spiral,Golden ratio,Jesus
List of nuclear weapons tests of India ,Nuclear weapons testing,Nuclear weapon,Atomic bombings of Hiroshima and Nagasaki,Suicide,Jesus
The Mark of Zorro (1940 film) ,Rouben Mamoulian,Tbilisi,Holy Trinity Cathedral of Tbilisi,Jesus
Pake McEntire ,Country music,American folk music,Folk music,Christmas,Jesus
Tony Palacios ,Christian rock,Talk:Christian rock,Jesus
Pankraz Vorster ,Naples,Italian language,Italy,Anno Domini,Jesus
Waldemar Skrzypczak ,Szczecin,Szczecin Cathedral,List of religions and spiritual traditions,Judaism,Jesus
The Spear of the Lily Is Aureoled ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Warekena language ,Brazil,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
"Głowy, Greater Poland Voivodeship ",Poland,Polska (dance),Swedish language,Denmark,Jesus
Stenlille Municipality ,Municipality,Ponce City Hall,"Ponce, Puerto Rico",Our Lady of Guadalupe,Jesus
1997 Great American Insurance ATP Championships – Singles ,1997 Great American Insurance ATP Championships,ATP Masters Series,Grand Prix Super Series,Denmark,Jesus
Jean Chen Shih ,Traditional Chinese characters,Chinese language,Standard Chinese,Indonesian language,Jesus
Drip or Drown 2 ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Athletics at the 1997 National Games of China ,Shanghai,Direct-administered municipalities of China,Unitary state,Lithuania,Jesus
Fuji (apple) ,Genus,Genera (operating system),Symbolics,Creed,Jesus
Min Tein ,Diplomat,France,French language,Classical Latin,Jesus
Violence against women in Peru ,Outline of domestic violence,Outline (list),Hierarchy,God in Christianity,Jesus
Cephalotes dorbignyanus ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Bryan Abreu ,Pitcher,Pitcher (container),Jesus
Christian Schmiegelow ,Herman Vedel,Copenhagen,List of cities in Denmark by population,Denmark,Jesus
"Salida, California ",Census-designated place,Place (United States Census Bureau),City,Mesopotamia,Jesus
Nominal Christian ,Talk:Nominal Christian,Portal:Society,Wikipedia talk:WikiProject Portals/Tasks,Portal:Evangelical Christianity,Jesus
Organ in the Jacobikerk at Uithuizen ,Uithuizen,Village,Nepal,Gautama Buddha,Jesus
Toyooka Domain ,Japan,Flag of Japan,Japan,Common Era,Jesus
Jackson Bird ,Sydney,City of Sydney,Sydney,Pope Benedict XVI,Jesus
"Fitiuta, American Samoa ",List of sovereign states,Lists of countries and territories,List of sovereign states,Holy See,Jesus
Leorin Loch ,Islay,Scottish Gaelic,Scots language,New Testament,Jesus
FLAC ,Anti-aircraft warfare,Algeria,French language,Classical Latin,Jesus
Miguel Correa ,2008 Summer Olympics,Beijing 2008 (video game),Amanda Beard,Portal:Biography,Jesus
Anadia bogotensis ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
United Nations Security Council Resolution 1330 ,United Nations Security Council,China,Taiwan,Holy See,Jesus
Hermann Pfeiffer (actor) ,Elberfeld,Talk:Elberfeld,Portal:Geography,World,Jesus
Seven Sisters (Meja album) ,Beta Radio,"Wilmington, North Carolina",City,Mesopotamia,Jesus
Kingston Lisle ,Oxfordshire,Counties of England,County,Denmark,Jesus
PIN pad ,Debit card,Financial services,Financial market,Christmas club,Jesus
Moolappalayam ,Talk:Moolappalayam,Portal:India,Wikipedia talk:WikiProject Portals/Tasks,Portal:Evangelical Christianity,Jesus
KCMN-LD ,"Topeka, Kansas",List of capitals in the United States,Capital city,Constantinople,Jesus
Niko Kirwan ,Auckland,Auckland Region,List of sovereign states,Holy See,Jesus
The Everly Brothers ,"Muhlenberg County, Kentucky",County (United States),Louisiana,Thomas Jefferson,Jesus
Torquemada (comics) ,Category:Comics publishing companies,Category:Comics publications,Category:Comics anthologies,Viz (comics),Jesus
List of Bollywood films of 1940 ,Bollywood,Cinema of India,Indian rupee,Chariot,Jesus
Jack Doland ,Houston,City,List of urban areas by population,Toluca,Jesus
Charles Nelson Corey ,"Newburyport, Massachusetts","Newport, Rhode Island",Rhode Island,Mormonism,Jesus
Capture of Olovo (1941) ,World War II in Yugoslavia,World War II,First Battle of El Alamein,Military history of Mexico,Jesus
America Today ,Thomas Hart Benton (painter),Thomas Hart Benton (politician),National Portrait Gallery (United States),George Washington,Jesus
Thomas H. Smith ,Carrickmacross,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
George Davies (baseball) ,Pitcher,Pitcher (container),Jesus
Lesser banana frog ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
Wyoming Highway 434 ,Wyoming Department of Transportation,Talk:Wyoming Department of Transportation,Portal:United States,History of art,Jesus
The Accolade (Leighton) ,Edmund Leighton,London,Greater London,Turkey,Jesus
Rafael R. Roces Jr. ,World War II,Battle of Wanjialing,Empire of Japan,Anno Domini,Jesus
Rafael Ladrón ,Vitoria-Gasteiz,Basque language,Spain,Common Era,Jesus
Max Pam ,Melbourne,Melbourne City Centre,Melbourne,Christianity,Jesus
Betty Olson ,South Dakota Senate,Lieutenant Governor of South Dakota,South Dakota,Thomas Jefferson,Jesus
Paul de Kruif ,United States,Americas,Demonym,Greeks,Jesus
Shobhabazar Rajbari ,Kolkata,Metropolis,Metropolitan area,Turkey,Jesus
Fulvio Valbusa ,Italy,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
"Elmer City, Washington ",Town,Talk:Town,Town,Turkey,Jesus
Coin3D ,Kongsberg Gruppen,List of legal entity types by country,Management,Ronald Fisher,Jesus
Hermann E. Reisner ,Berlin,Capital city,"Washington, D.C.",Washington National Cathedral,Jesus
Victor Dolidze (politician) ,Giorgi Kvirikashvili,Prime Minister of Georgia,Coat of arms of Georgia (country),Seamless robe of Jesus,Jesus
"Igreja Nova, Alagoas ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Mark Sisk ,Episcopal Diocese of New York,United States,Americas,World,Jesus
Eureka Valley Sand Dunes ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
John Hanger ,John Hanger (banker),Governor of the Bank of England,Mark Carney,Turkey,Jesus
Clwyd County Council ,Flintshire,Flintshire (horse),Furlong,Antiquities of the Jews,Jesus
md5sum ,Operating system,About this image,ILIOS,Acronym,Jesus
Cerapachys eguchii ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
"St Nectan's Church, Hartland ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Mike O'Malley ,Boston,"Boston, Lincolnshire",Lincolnshire,Wolf,Jesus
Guy Beiner ,Historian,Herodotus,Halicarnassus,Turkey,Jesus
Baile Ghib ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
2016 FINA World Swimming Championships (25 m) – Women's 4 × 100 metre medley relay ,WFCU Centre,"Windsor, Ontario","Essex County, Ontario",Mennonites,Jesus
CIUTI ,Talk:CIUTI,Template:WikiProject Universities,University,Crusades,Jesus
Ari Singh II ,Maharana,Rana (title),Monarch,Pope,Jesus
Anelia Nuneva ,Bulgarian language,Bulgaria,Bulgarian language,Turkey,Jesus
Drain–Coos Bay stage line ,"Drain, Oregon",City,List of urban areas by population,Toluca,Jesus
Tenala ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Elm Lodge ,"Reading, Berkshire",City status in the United Kingdom,York Minster,Jesus
José Marrone ,Buenos Aires,Greater Buenos Aires,Buenos Aires,Triumvirate,Jesus
Functionally classified barn ,Nunspeet,List of municipalities of the Netherlands,Kingdom of the Netherlands,Denmark,Jesus
"Johann Christoph, Count of Hohenzollern-Haigerloch ","Talk:Johann Christoph, Count of Hohenzollern-Haigerloch",Portal:Biography,Jesus
Diego de Colmenares ,Talk:Diego de Colmenares,Portal:Biography,Jesus
1989 New York Yankees season ,1989 Major League Baseball season,1989 in baseball,1989,Calendar era,Jesus
Brett Kimmorley ,"Belmont, New South Wales",City of Lake Macquarie,Lake Macquarie (New South Wales),Southern Highlands (New South Wales),Jesus
Prince Albert (tobacco) ,United States,Americas,Demonym,Greeks,Jesus
Barbara McIntire ,Golf,Sports governing body,International Olympic Committee,Turkey,Jesus
Patrick Johansson (musician) ,Falun,Sveriges Radio,Sweden,Denmark,Jesus
The ChubbChubbs! ,Peter Lurie,Peter Lurye,Jungle Junction,Christmas,Jesus
"St. Paul's Methodist Church (Oyster Bay, New York) ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
From G's to Gents (season 2) ,Jamie Foxx,The Amazing Spider-Man 2,Marc Webb,Miss Murder,Jesus
Dolly Dyer ,Bob Dyer,Vaudeville,Theatre,Wine,Jesus
Jargon aphasia ,Aphasia,Aphagia,Ancient Greek,Renaissance,Jesus
Auguste Island ,Antarctica,Demonym,Greek language,Greeks,Jesus
Andrea Di Grazia ,Catania,Jesus
Eduard Kainberger ,Football at the Summer Olympics,FIFA,FIFA (video game series),Neymar,Jesus
Jason Killeen ,Center (basketball),Kareem Abdul-Jabbar,Abdul-Karim al-Jabbar,Imam,Jesus
John Donald McLean ,The Honourable,Honour,American English,Public holidays in the United States,Jesus
Crelan ,Brussels,City of Brussels,Brussels,Turkey,Jesus
